full\t485. 08.24.02_A1.jpg	full
full\t485. 08.24.02_A10.jpg	full
full\t485. 08.24.02_A11.jpg	full
full\t485. 08.24.02_A12.jpg	full
full\t485. 08.24.02_A13.jpg	full
full\t485. 08.24.02_A14.jpg	full
full\t485. 08.24.02_A15.jpg	full
full\t485. 08.24.02_A2.jpg	full
full\t485. 08.24.02_A3.jpg	full
full\t485. 08.24.02_A4.jpg	full
full\t485. 08.24.02_A5.jpg	full
full\t485. 08.24.02_A7.jpg	full
full\t485. 08.24.02_A8.jpg	full
full\t485. 08.24.02_A9.jpg	full
full\t485. 08.24.02_B1.jpg	full
full\t485. 08.24.02_B10.jpg	full
full\t485. 08.24.02_B11.jpg	full
full\t485. 08.24.02_B12.jpg	full
full\t485. 08.24.02_B13.jpg	full
full\t485. 08.24.02_B15.jpg	full
full\t485. 08.24.02_B16.jpg	full
full\t485. 08.24.02_B17.jpg	full
full\t485. 08.24.02_B18.jpg	full
full\t485. 08.24.02_B19.jpg	full
full\t485. 08.24.02_B2.jpg	full
full\t485. 08.24.02_B6.jpg	full
full\t485. 08.24.02_B9.jpg	full
full\t485. 08.24.02_C1.jpg	full
full\t485. 08.24.02_C10.jpg	full
full\t485. 08.24.02_C11.jpg	full
full\t485. 08.24.02_C13.jpg	full
full\t485. 08.24.02_C14.jpg	full
full\t485. 08.24.02_C15.jpg	full
full\t485. 08.24.02_C16.jpg	full
full\t485. 08.24.02_C2.jpg	full
full\t485. 08.24.02_C3.jpg	full
full\t485. 08.24.02_C4.jpg	full
full\t485. 08.24.02_C5.jpg	full
full\t485. 08.24.02_C8.jpg	full
full\t485. 08.24.02_C9.jpg	full
full\t485. 08.24.02_D1.jpg	full
full\t485. 08.24.02_D10.jpg	full
full\t485. 08.24.02_D11.jpg	full
full\t485. 08.24.02_D12.jpg	full
full\t485. 08.24.02_D13.jpg	full
full\t485. 08.24.02_D14.jpg	full
full\t485. 08.24.02_D15.jpg	full
full\t485. 08.24.02_D2.jpg	full
full\t485. 08.24.02_D3.jpg	full
full\t485. 08.24.02_D6.jpg	full
full\t485. 08.24.02_D7.jpg	full
full\t485. 08.24.02_D8.jpg	full
full\t485. 08.24.02_D9.jpg	full
full\t485. 08.24.02_E1.jpg	full
full\t485. 08.24.02_E10.jpg	full
full\t485. 08.24.02_E11.jpg	full
full\t485. 08.24.02_E12.jpg	full
full\t485. 08.24.02_E13.jpg	full
full\t485. 08.24.02_E2.jpg	full
full\t485. 08.24.02_E3.jpg	full
full\t485. 08.24.02_E4.jpg	full
full\t485. 08.24.02_E5.jpg	full
full\t485. 08.24.02_E6.jpg	full
full\t485. 08.24.02_E7.jpg	full
full\t485. 08.24.02_E8.jpg	full
full\t485. 08.24.02_E9.jpg	full
full\t485. 09.20.53_A1.jpg	full
full\t485. 09.20.53_A10.jpg	full
full\t485. 09.20.53_A11.jpg	full
full\t485. 09.20.53_A12.jpg	full
full\t485. 09.20.53_A13.jpg	full
full\t485. 09.20.53_A14.jpg	full
full\t485. 09.20.53_A15.jpg	full
full\t485. 09.20.53_A2.jpg	full
full\t485. 09.20.53_A3.jpg	full
full\t485. 09.20.53_A4.jpg	full
full\t485. 09.20.53_A5.jpg	full
full\t485. 09.20.53_A8.jpg	full
full\t485. 09.20.53_A9.jpg	full
full\t485. 09.20.53_B1.jpg	full
full\t485. 09.20.53_B10.jpg	full
full\t485. 09.20.53_B11.jpg	full
full\t485. 09.20.53_B12.jpg	full
full\t485. 09.20.53_B13.jpg	full
full\t485. 09.20.53_B15.jpg	full
full\t485. 09.20.53_B16.jpg	full
full\t485. 09.20.53_B17.jpg	full
full\t485. 09.20.53_B18.jpg	full
full\t485. 09.20.53_B19.jpg	full
full\t485. 09.20.53_B2.jpg	full
full\t485. 09.20.53_B6.jpg	full
full\t485. 09.20.53_B9.jpg	full
full\t485. 09.20.53_C1.jpg	full
full\t485. 09.20.53_C10.jpg	full
full\t485. 09.20.53_C11.jpg	full
full\t485. 09.20.53_C12.jpg	full
full\t485. 09.20.53_C13.jpg	full
full\t485. 09.20.53_C14.jpg	full
full\t485. 09.20.53_C15.jpg	full
full\t485. 09.20.53_C16.jpg	full
full\t485. 09.20.53_C2.jpg	full
full\t485. 09.20.53_C3.jpg	full
full\t485. 09.20.53_C4.jpg	full
full\t485. 09.20.53_C5.jpg	full
full\t485. 09.20.53_C8.jpg	full
full\t485. 09.20.53_C9.jpg	full
full\t485. 09.20.53_D1.jpg	full
full\t485. 09.20.53_D10.jpg	full
full\t485. 09.20.53_D11.jpg	full
full\t485. 09.20.53_D12.jpg	full
